id,addr_state,annual_inc,emp_length,emp_title,home_ownership,installment,loan_amnt,purpose,term,int_rate,avg_cur_bal,inq_last_12m,max_bal_bc,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_last_delinq,num_bc_tl,num_il_tl,num_op_rev_tl,num_tl_90g_dpd_24m,num_tl_op_past_12m,open_acc,percent_bc_gt_75,pub_rec_bankruptcies,total_acc,total_bal_ex_mort,loan_status
38587281,NJ,120000,10+ years,Law Enforcement Officer,MORTGAGE,514.97,25000,debt_consolidation, 60 months,8.67%,35242,,,128,166,10,10,4,,4,4,5,0,1,9,100,0,18,71349,Fully Paid
137898051,CA,96700,2 years,Operations Tech III,RENT,625.26,20000,other, 36 months,7.84%,8864,0,8093,122,222,13,13,1,,4,5,3,0,0,4,0,0,10,35457,Fully Paid
1033747,TX,54000,2 years,Educational Testing Service,MORTGAGE,84.83,2500,credit_card, 36 months,13.49%,,,,,,,,,,,,,,,8,,0,23,,Fully Paid
80560919,FL,60000,10+ years,Teacher,RENT,914.39,22800,debt_consolidation, 36 months,25.65%,23488,1,8014,165,209,3,3,0,,15,55,8,0,4,11,80,0,86,211390,Charged Off
35083963,NM,71000,10+ years,Manager,RENT,759.52,30000,debt_consolidation, 60 months,17.86%,5714,,,10,214,19,10,0,,7,1,7,0,1,8,0,0,12,39995,Charged Off
50033547,CT,37628,9 years,Custodian,RENT,335.87,15000,credit_card, 60 months,12.29%,1755,,,97,45,4,4,0,,4,2,4,0,1,5,0,1,9,8775,Fully Paid
61483864,MA,150000,10+ years,Owner,MORTGAGE,1196.05,35000,debt_consolidation, 36 months,13.99%,90868,,,113,334,13,13,11,28,15,6,4,0,0,11,0,0,38,37432,Fully Paid
68577304,FL,42500,< 1 year,Sales Associate,RENT,225.33,7200,credit_card, 36 months,7.91%,910,1,974,146,177,2,2,0,5,6,2,10,1,1,10,50,0,18,8187,Fully Paid
79320490,MD,228000,10+ years,Engineer,OWN,649.15,24000,debt_consolidation, 60 months,20.99%,49701,3,6763,147,190,1,1,6,3,8,11,10,0,2,14,14.3,0,32,113568,Charged Off
77310558,NY,169000,10+ years,CEO ,MORTGAGE,643,20000,debt_consolidation, 36 months,9.75%,14382,1,10470,185,132,6,6,0,4,4,21,4,0,1,6,66.7,0,26,86293,Fully Paid
50605393,CA,53000,10+ years,Medical Biller,RENT,382.55,12000,debt_consolidation, 36 months,9.17%,2133,,,97,139,7,7,3,,11,3,11,0,1,12,100,1,29,23462,Fully Paid
91120692,WA,180000,10+ years,Senior Software Engineer,MORTGAGE,158.05,5000,car, 36 months,8.59%,49796,2,8603,203,232,11,9,1,33,4,5,8,0,2,10,25,0,18,157061,Fully Paid
94293711,GA,70000,6 years,Quality Manager,MORTGAGE,268.56,8000,debt_consolidation, 36 months,12.74%,18837,0,7235,255,253,18,5,1,6,6,10,5,0,1,10,100,0,22,83808,Fully Paid
19147706,CA,55000,6 years,Personal Assistant ,RENT,806.96,24125,credit_card, 36 months,12.49%,8997,,,73,147,9,9,0,37,8,1,6,0,1,7,100,0,21,35988,Fully Paid
131289667,CA,50000,,,RENT,332.05,10000,credit_card, 36 months,11.98%,20252,0,6371,,270,35,35,1,2,10,0,10,0,0,11,60,0,25,18343,Fully Paid
19667214,CO,81200,< 1 year,RN,RENT,466.84,18000,debt_consolidation, 60 months,18.99%,16049,,,146,208,8,2,1,,8,40,7,0,4,11,100,1,57,160493,Fully Paid
107058263,NY,340000,6 years,"SVP, Head of Infrastructure Systems",RENT,398.11,12800,major_purchase, 36 months,7.49%,1150,0,3486,119,199,21,21,0,33,7,3,13,0,0,13,0,0,19,12650,Fully Paid
38519728,NJ,51000,9 years,Electronic Services Librarian,RENT,746.29,21350,debt_consolidation, 36 months,15.59%,5635,,,135,173,16,16,0,,8,3,8,0,0,10,100,0,13,56353,Fully Paid
68495706,NC,168548.16,,,MORTGAGE,777.55,25000,small_business, 36 months,7.49%,26687,2,19516,192,263,13,12,1,,16,4,15,0,1,17,63.6,0,28,102642,Charged Off
22241640,PA,54000,3 years,Senior account executive ,OWN,963.32,25850,home_improvement, 36 months,20.20%,6136,,,78,121,11,11,0,9,7,10,7,0,2,13,20,0,23,79764,Fully Paid
69543820,NM,76347.33,2 years,General Manager,MORTGAGE,664.2,20000,vacation, 36 months,11.99%,23806,2,612,23,69,1,1,4,27,3,1,3,0,1,7,50,0,11,29008,Fully Paid
1177518,CA,35360,3 years,Kaiser Federal Bank,RENT,391.39,12000,debt_consolidation, 36 months,10.74%,,,,,,,,,,,,,,,12,,0,15,,Fully Paid
157010310,NC,128000,10+ years,Sr IT Analyst,MORTGAGE,622.68,20000,debt_consolidation, 36 months,7.56%,48432,2,6109,164,203,33,7,6,,4,7,6,0,1,10,25,0,23,48585,Fully Paid
81487909,IL,80000,10+ years,Prototype Machinist Supervisor,MORTGAGE,516.22,16500,credit_card, 36 months,7.89%,22228,1,4109,156,167,10,10,5,,7,8,5,0,1,8,75,0,26,32541,Fully Paid
140859480,MD,184000,10+ years,Client Partner,RENT,712.16,20000,credit_card, 36 months,16.91%,5150,2,8937,94,167,3,3,0,,8,12,11,0,3,17,28.6,1,25,87542,Fully Paid
24224823,NY,42261,,,RENT,375.85,11000,credit_card, 36 months,13.98%,931,,,,556,10,6,0,,15,0,27,0,2,28,62.5,0,39,25144,Fully Paid
60962696,AL,50000,8 years,Organist,MORTGAGE,275.07,12000,debt_consolidation, 60 months,13.33%,1612,,,125,128,11,4,0,43,9,11,12,0,6,17,20,0,28,27408,Charged Off
90256848,IN,57000,5 years,CUSTOMER SERVICE ASSOCIATE ,MORTGAGE,276.96,8400,debt_consolidation, 36 months,11.49%,9496,3,4009,159,214,4,4,1,,7,2,9,0,3,10,100,0,17,13065,Charged Off
85992966,AR,33600,3 years,Shipping Chief,MORTGAGE,112.3,3150,debt_consolidation, 36 months,16.99%,5981,5,855,99,90,5,5,0,58,2,7,3,0,2,4,100,0,11,23924,Fully Paid
143411874,NV,50000,8 years,Personal Banker,RENT,517.28,22000,debt_consolidation, 60 months,14.47%,4370,1,17453,149,236,77,77,3,18,5,3,5,1,0,5,33.3,0,13,21850,Fully Paid
44056904,PA,110000,2 years,Sales ,MORTGAGE,416.82,20000,credit_card, 60 months,9.17%,13151,,,151,216,5,3,5,28,8,21,8,0,3,18,66.7,0,42,236713,Charged Off
78240141,IL,100000,10+ years,Electrician ,MORTGAGE,652.41,20000,debt_consolidation, 36 months,10.75%,33607,1,6418,44,117,12,12,2,9,7,1,6,0,2,8,83.3,0,11,24201,Fully Paid
74554521,NC,78000,10+ years,TRANSPORTATION MANAGER,MORTGAGE,278.57,9250,major_purchase, 36 months,5.32%,70063,0,4027,136,271,97,18,2,,4,4,2,0,0,4,50,0,12,6512,Fully Paid
8594670,LA,78000,8 years,medical certification specialist,OWN,498.59,16000,home_improvement, 36 months,7.62%,3208,,,150,166,24,20,0,,5,9,5,0,0,6,0,0,20,12831,Fully Paid
134514362,WA,180000,10+ years,Project Manager,MORTGAGE,786.3,24000,debt_consolidation, 36 months,11.05%,8013,2,13165,134,135,21,8,1,32,6,16,4,0,1,8,33.3,0,28,64100,Fully Paid
110351747,CO,208000,10+ years,CFO,MORTGAGE,240.92,8000,home_improvement, 36 months,5.32%,26221,0,18920,152,363,2,2,2,,8,10,9,0,1,15,0,0,29,88037,Fully Paid
86914599,TX,90000,2 years,Computer Drafting Designer,MORTGAGE,813.14,26025,home_improvement, 60 months,28.18%,16296,4,4538,136,120,2,2,1,,6,1,5,0,4,6,80,0,9,11532,Fully Paid
1035743,AK,30000,< 1 year,Graybar Electric,RENT,190.02,5600,debt_consolidation, 36 months,13.49%,,,,,,,,,,,,,,,6,,0,26,,Fully Paid
59592053,NC,60745,4 years,Recruiter,MORTGAGE,67.09,2000,debt_consolidation, 36 months,12.69%,12203,,,165,141,1,1,1,12,3,32,9,0,4,13,66.7,0,44,43221,Fully Paid
109323162,WI,66000,9 years,Insurance Adjuster,MORTGAGE,124.89,3600,other, 36 months,15.05%,19544,4,2000,150,157,13,4,1,7,5,21,8,0,4,17,0,0,40,100137,Fully Paid
57024518,MN,65000,5 years,COLLISION MANAGER,RENT,615.11,18000,debt_consolidation, 36 months,13.99%,1191,,,56,87,0,0,0,,3,11,11,0,5,13,0,1,23,15482,Fully Paid
58574281,KY,63000,10+ years,Controller,OWN,612.72,24000,credit_card, 60 months,18.25%,10434,,,148,146,2,2,2,,8,6,16,0,5,19,40,1,30,47625,Fully Paid
92544518,GA,30000,10+ years,wine steward / MoD,RENT,253.88,10000,debt_consolidation, 60 months,17.99%,3760,0,1592,75,117,4,4,0,,3,6,3,0,1,4,33.3,0,9,15039,Fully Paid
97606826,IN,60000,10+ years,Compliance,RENT,273.39,8000,debt_consolidation, 36 months,13.99%,1282,4,956,139,163,1,1,0,,7,11,14,0,6,16,0,1,27,20517,Fully Paid
61352771,TX,29000,2 years,medical assistant,RENT,170.87,5000,other, 36 months,13.99%,2241,,,46,31,6,6,0,,5,2,8,0,3,10,0,0,12,22412,Fully Paid
93960290,MI,62000,5 years,Paint Technician,MORTGAGE,329.24,10000,credit_card, 36 months,11.39%,9209,4,2390,294,169,6,6,1,64,9,6,8,0,2,11,20,0,21,92085,Charged Off
11315429,CA,50000,10+ years,Extraboard Bus Driver,RENT,516.1,15000,debt_consolidation, 36 months,14.47%,2439,,,231,223,3,3,0,,19,9,19,0,2,23,28.6,0,51,53665,Fully Paid
141100653,IN,60000,3 years,BCBA,MORTGAGE,137.63,4200,major_purchase, 36 months,11.06%,8094,2,4561,179,119,3,3,1,,5,18,9,0,3,22,0,0,31,111626,Charged Off
130929563,TX,2000000,3 years,Owner,MORTGAGE,1143.39,30000,other, 36 months,21.85%,17155,2,9351,119,92,9,9,1,7,10,18,13,0,1,20,20,0,39,255077,Charged Off
136830363,NJ,123000,10+ years,Police officer ,MORTGAGE,815.15,24000,debt_consolidation, 36 months,13.56%,32682,12,1534,150,139,5,5,1,24,12,9,11,0,10,14,0,0,38,37132,Fully Paid
60940993,NV,72000,3 years,Resident care Director ,RENT,388.3,12500,debt_consolidation, 60 months,27.88%,2543,,,126,332,10,0,0,4,9,10,9,1,8,11,0,1,31,27975,Charged Off
61523967,TX,185000,< 1 year,Sr Manager Compensation,MORTGAGE,431.58,14000,credit_card, 36 months,6.89%,22111,,,193,244,1,1,2,,8,5,8,0,3,14,33.3,0,22,53020,Fully Paid
88135693,CA,73000,10+ years,Manager,OWN,217.16,6400,debt_consolidation, 36 months,13.49%,2046,5,416,97,23,4,4,0,18,3,2,5,0,3,6,33.3,0,7,12275,Charged Off
3187057,NJ,125000,2 years,Morgan Stanley,MORTGAGE,1201.84,35000,debt_consolidation, 36 months,14.33%,33601,,,143,144,15,9,3,,21,3,7,0,1,10,60,0,32,39205,Fully Paid
102639728,OH,118000,10+ years,Engineering Coordinator ,MORTGAGE,279.16,12000,debt_consolidation, 60 months,13.99%,22627,4,2426,107,47,16,3,2,,2,14,5,0,2,8,0,0,21,106795,Fully Paid
55857185,TX,140000,< 1 year,"VP, Client Services",MORTGAGE,677.07,20000,credit_card, 36 months,13.33%,62955,,,31,48,3,1,4,,3,2,4,0,5,9,100,0,11,49274,Fully Paid
8560787,GA,89000,5 years,Manager,MORTGAGE,1057.17,30800,credit_card, 36 months,14.30%,20583,,,187,195,3,3,4,24,12,13,12,0,2,15,42.9,0,37,28342,Fully Paid
92279222,LA,70000,6 years,Tech III,OWN,1050.22,30300,debt_consolidation, 36 months,14.99%,4302,0,5225,129,252,24,19,0,,4,8,5,0,0,7,100,1,19,30112,Fully Paid
92779034,AZ,70000,< 1 year,Supervisor,RENT,707.35,18650,debt_consolidation, 36 months,21.49%,4342,0,5477,93,141,17,16,0,43,8,22,4,0,0,15,100,0,30,65137,Fully Paid
134517941,MI,120000,2 years,Medical Physicist,RENT,232.84,10000,house, 60 months,14.03%,7414,1,7000,45,99,35,9,0,22,6,10,4,0,1,7,0,0,17,51896,Fully Paid
624444,CA,119000,4 years,Doublefine Inc,RENT,308.05,16000,debt_consolidation, 36 months,6.17%,,,,,,,,,,,,,,,7,,0,22,,Fully Paid
81434140,CA,76000,10+ years,Administrative Officier,MORTGAGE,160.75,5000,debt_consolidation, 36 months,9.75%,38807,4,1518,170,127,19,9,3,10,3,7,5,0,1,7,100,0,20,68281,Fully Paid
138081179,NM,92000,10+ years,Mgr customer services,MORTGAGE,184.36,6000,home_improvement, 36 months,6.67%,20269,6,5577,132,144,14,3,2,,14,21,13,0,4,16,0,0,45,116878,Fully Paid
15299964,MA,55000,10+ years,Manager,MORTGAGE,245.83,7800,debt_consolidation, 36 months,8.39%,15441,,,117,344,7,7,2,33,11,13,20,0,2,24,10,0,40,34976,Fully Paid
81393482,VA,18000,5 years,Founder,RENT,131.85,4000,debt_consolidation, 36 months,11.47%,2931,0,3912,117,116,51,51,0,,10,19,6,0,0,15,50,0,30,43962,Fully Paid
4312324,NJ,105000,10+ years,Railroad construction co,MORTGAGE,286.85,8500,debt_consolidation, 36 months,13.11%,29786,,,128,176,21,21,5,14,11,8,7,0,0,10,75,1,29,233119,Fully Paid
136635766,CT,67000,10+ years,Water Operation,MORTGAGE,402.66,13000,debt_consolidation, 36 months,7.21%,3073,1,2698,70,174,30,5,1,,4,4,4,0,1,4,0,1,17,12293,Fully Paid
11886449,KS,55000,4 years,Project Manage,MORTGAGE,910.78,27425,credit_card, 36 months,11.99%,9839,,,,298,14,14,2,,4,0,7,0,0,8,33.3,0,12,29636,Fully Paid
20358853,NJ,103000,4 years,Clinical Supervisor,MORTGAGE,808.45,25000,debt_consolidation, 36 months,10.15%,48416,,,187,148,15,13,4,,8,15,4,0,0,12,50,0,37,84875,Fully Paid
102443976,FL,92000,2 years,System Analyst,RENT,1351.76,39000,debt_consolidation, 36 months,14.99%,12199,0,3009,136,336,25,6,2,7,9,5,4,1,1,8,0,0,18,73194,Fully Paid
55008688,AL,20000,,,RENT,251.75,7200,debt_consolidation, 36 months,15.61%,4883,,,63,54,6,6,0,,2,2,4,0,1,5,100,0,6,24417,Fully Paid
1318044,TX,91000,3 years,Ethyl Corp,MORTGAGE,78.32,3200,other, 60 months,16.29%,,,,,,,,2,71,,,,,,8,0,0,14,66445,Fully Paid
9645327,CA,43000,10+ years,patient transport tech 2,RENT,232.47,7000,credit_card, 36 months,11.99%,715,,,155,150,7,7,0,44,12,2,10,0,2,10,100,1,19,6433,Fully Paid
42323275,CA,83000,10+ years,Scientist III,MORTGAGE,616.82,20000,debt_consolidation, 36 months,6.92%,86093,,,160,276,11,4,2,7,7,4,4,0,2,5,25,0,16,19639,Fully Paid
70740590,SD,72697,7 years,Sole Owner,MORTGAGE,680.36,20000,debt_consolidation, 36 months,13.67%,79070,1,16988,122,186,12,12,6,,6,3,6,0,1,8,75,0,25,123835,Fully Paid
17754440,OK,185000,10+ years,Vice President,MORTGAGE,602.79,25000,home_improvement, 60 months,15.61%,1946,,,133,211,23,15,6,64,11,18,15,0,0,19,0,0,43,33075,Fully Paid
92125564,MI,60000,2 years,CLOSER,MORTGAGE,197.55,6000,debt_consolidation, 36 months,11.39%,2269,2,4412,8,184,14,8,0,,7,2,5,0,2,7,0,1,11,15883,Fully Paid
13526994,SC,89500,6 years,"AVP, Business Technology",OWN,453.67,19650,home_improvement, 60 months,13.65%,2245,,,226,290,10,10,2,38,19,8,10,0,1,10,0,0,38,17961,Charged Off
59581978,NY,105000,10+ years,Software Engineer,RENT,763.28,25000,debt_consolidation, 36 months,6.24%,23147,,,129,186,64,2,2,,11,4,6,0,1,8,0,0,21,17152,Fully Paid
91364507,MA,160000,10+ years,vice president,MORTGAGE,790.24,25000,debt_consolidation, 36 months,8.59%,33518,2,5386,135,343,20,5,3,21,7,18,9,0,3,16,0,0,32,106957,Fully Paid
1127912,GA,35000,10+ years,mohawk industries,OWN,239.38,7650,credit_card, 36 months,7.90%,,,,,,,,,,,,,,,3,,0,6,,Fully Paid
85688636,CA,67000,3 years,Finish Foreman,RENT,325.74,9600,debt_consolidation, 36 months,13.49%,834,2,654,147,21,8,8,0,,3,3,7,0,2,8,0,0,10,6674,Fully Paid
76266184,OH,36000,10+ years,mortgage clerk,RENT,107.37,3000,debt_consolidation, 36 months,17.27%,3036,6,200,154,103,7,5,0,51,3,9,7,0,6,10,0,0,19,30359,Fully Paid
38495831,MA,40000,2 years,Human Resources Coordinator,RENT,439.56,12575,debt_consolidation, 36 months,15.59%,2865,,,97,114,2,2,0,,9,9,11,0,6,13,0,0,27,37251,Fully Paid
29133753,NY,38000,10+ years,cook,RENT,401.39,12000,credit_card, 36 months,12.49%,6570,,,,149,79,79,0,,16,0,5,0,0,5,60,0,18,32852,Fully Paid
62206332,AZ,50000,2 years,Officer,RENT,654.68,20000,credit_card, 36 months,10.99%,6866,,,90,92,15,7,0,,5,20,7,0,1,8,60,0,28,54924,Fully Paid
46664140,IL,105000,< 1 year,Chief Financial Officer ,MORTGAGE,734.38,24000,credit_card, 36 months,6.39%,18726,,,293,177,8,8,5,,19,9,11,0,2,15,33.3,0,39,55044,Fully Paid
109436119,KY,37000,7 years,Assistant Manager,MORTGAGE,55.75,1500,other, 36 months,20.00%,5112,12,3107,132,58,5,5,0,46,7,5,9,0,4,11,0,0,16,56231,Fully Paid
103578524,IN,65000,10+ years,teachers,MORTGAGE,493.86,15000,debt_consolidation, 36 months,11.39%,22915,0,8712,146,229,15,9,2,14,9,14,5,0,1,9,100,0,29,29231,Charged Off
162904625,OH,100000,10+ years,maintenance supervisor,MORTGAGE,414.8,13200,debt_consolidation, 36 months,8.19%,26983,2,7235,209,167,55,6,3,,6,15,2,0,1,6,0,0,29,68747,Fully Paid
34923230,SC,68000,10+ years,E6 ,MORTGAGE,364.7,15000,debt_consolidation, 60 months,15.99%,24031,,,93,117,12,6,1,48,4,23,3,0,5,8,100,0,32,77432,Fully Paid
87125938,NC,32000,2 years,Design Consultant,OWN,203.59,6000,credit_card, 36 months,13.49%,435,4,3055,,172,2,2,1,47,5,0,18,0,6,18,50,1,26,7401,Charged Off
51477061,IN,35000,< 1 year,Patient Financial Services Rep II,RENT,213.47,6025,debt_consolidation, 36 months,16.55%,321,,,91,114,7,7,2,16,6,4,13,1,2,13,33.3,0,22,3850,Fully Paid
15730743,CO,32000,7 years,studio renter,RENT,450.6,13375,debt_consolidation, 36 months,12.99%,3390,,,18,117,14,14,0,,0,1,3,0,0,4,,1,6,13560,Fully Paid
83838457,OH,9000,3 years,Sales Associate,OWN,96.25,2700,other, 36 months,16.99%,1343,2,1327,45,45,7,7,0,,3,1,5,0,1,6,100,0,6,8057,Charged Off
606415,CA,75000,1 year,Lithium Technologies  Inc,RENT,397.15,20000,major_purchase, 36 months,6.54%,,,,,,,,,,,,,,,12,,0,28,,Fully Paid
75060285,AZ,19416,,,OWN,284.05,7750,credit_card, 36 months,18.99%,3139,0,6106,,244,37,37,0,,5,0,3,0,0,3,66.7,0,5,9417,Fully Paid
37600609,AR,50000,3 years,,MORTGAGE,298.94,8950,home_improvement, 36 months,12.39%,3724,,,127,37,15,8,0,,3,11,3,0,1,7,0,1,14,26066,Fully Paid
90410346,NY,30251,2 years,Security Guard,RENT,316.53,9600,debt_consolidation, 36 months,11.49%,1983,1,6494,27,71,18,14,0,,8,2,9,0,0,10,28.6,0,15,19829,Fully Paid
98766731,CT,113000,10+ years,Senior Quality Editor,RENT,729.39,30000,debt_consolidation, 60 months,15.99%,4477,6,11064,206,106,10,9,0,,6,10,9,0,2,12,16.7,0,19,53719,Charged Off
96380051,IL,46000,1 year,Assistant Property Manager,RENT,175.77,5000,credit_card, 36 months,15.99%,3113,3,4528,33,163,12,3,0,,4,2,2,0,2,3,100,1,8,9340,Fully Paid
112847373,OR,150000,6 years,Project Lead,MORTGAGE,1162.34,35000,debt_consolidation, 36 months,11.99%,31810,4,5100,37,216,5,4,2,,6,4,5,0,4,10,20,0,14,70084,Fully Paid
72692617,CA,87000,3 years,Marketing Director,OWN,643,20000,debt_consolidation, 36 months,9.75%,4715,0,19646,40,177,19,19,0,,5,3,8,0,0,10,25,0,15,37719,Fully Paid
50323826,SC,66000,,,MORTGAGE,150.58,5000,debt_consolidation, 36 months,5.32%,3276,,,123,362,7,7,0,5,9,6,12,0,2,14,0,1,21,42588,Fully Paid
68564458,TX,110000,10+ years,Aircraft Electrician,MORTGAGE,1196.05,35000,debt_consolidation, 36 months,13.99%,17913,2,2764,148,48,5,2,6,70,5,32,9,0,4,15,0,0,49,69903,Charged Off
5609702,VA,59000,10+ years,Bon Air Hearth Porch and Patio,MORTGAGE,156.52,4300,debt_consolidation, 36 months,18.49%,2532,,,84,176,4,4,5,,14,7,14,0,3,16,70,0,31,37979,Charged Off
56400183,CA,77000,< 1 year,LMS Manager,RENT,271.04,9000,debt_consolidation, 36 months,5.32%,530,,,141,142,40,40,0,,6,12,5,0,0,10,0,0,22,4770,Fully Paid
121856932,CT,50000,9 years,Administrative Assistant,RENT,201.07,6000,debt_consolidation, 36 months,12.62%,3116,0,3219,134,219,2,2,0,38,9,19,7,0,4,21,0,0,48,62314,Fully Paid
90039483,GA,65000,3 years,Logistics analyst ,MORTGAGE,650.66,18000,debt_consolidation, 36 months,17.99%,5928,1,4028,136,236,2,2,1,,6,2,5,0,2,6,66.7,0,14,35569,Charged Off
92045487,CA,38000,2 years,Server,RENT,105.44,3200,other, 36 months,11.44%,1608,0,1050,104,98,4,4,0,,5,11,9,0,3,12,0,0,23,16080,Fully Paid
119194472,FL,45000,3 years,Inside Account Consultant,RENT,239.52,7000,debt_consolidation, 36 months,14.08%,1847,1,9465,127,509,1,1,0,66,8,4,14,0,2,16,80,0,24,25856,Charged Off
75527739,AR,72000,10+ years,,RENT,752.87,25000,debt_consolidation, 36 months,5.32%,9950,5,9159,217,267,28,12,0,,7,10,5,0,1,6,0,0,20,49751,Fully Paid
34904148,WA,50000,10+ years,Research Specialist II,MORTGAGE,40.43,1200,debt_consolidation, 36 months,12.99%,19022,,,157,90,4,4,1,,8,9,11,0,3,14,37.5,0,22,48839,Fully Paid
14490285,KS,87000,10+ years,Federal Programs Coordinator,MORTGAGE,646.45,28000,credit_card, 60 months,13.65%,22301,,,88,272,2,2,4,33,10,4,7,0,3,10,66.7,0,30,34705,Fully Paid
48846148,UT,57000,10+ years,Noxious Weed Supervisor,MORTGAGE,327.34,10000,debt_consolidation, 36 months,10.99%,51597,,,70,202,175,16,1,26,1,12,2,0,0,3,,0,16,1652,Fully Paid
58380628,IL,34000,8 years,Teaching Artist and Mentor,RENT,322.04,9600,credit_card, 36 months,12.69%,5934,,,143,125,20,20,0,,7,9,6,0,0,9,100,0,23,41538,Charged Off
31999203,MD,93000,10+ years,Resource Counselor,MORTGAGE,776.11,24000,debt_consolidation, 36 months,10.15%,26749,,,135,405,15,2,4,68,15,11,12,0,2,16,75,0,48,53767,Fully Paid
37722220,MA,223000,8 years,VP Marketing and Business Development,OWN,1137.43,35000,credit_card, 36 months,10.49%,61359,,,106,251,0,0,6,20,12,5,6,0,1,9,25,0,32,129704,Fully Paid
71017110,WI,40000,10+ years,net weight tech,MORTGAGE,299.42,12500,other, 60 months,15.31%,1396,2,2556,133,214,13,12,4,,18,13,9,0,1,11,80,1,47,14173,Charged Off
1064805,FL,75000,6 years,Carrollton School,OWN,750.97,24000,debt_consolidation, 36 months,7.90%,,,,,,,,,,,,,,,9,,0,22,,Fully Paid
63347437,NY,90000,10+ years,Teacher,RENT,550.14,24000,debt_consolidation, 60 months,13.33%,4751,,,228,198,1,1,0,34,19,14,9,0,2,12,75,0,34,57007,Charged Off
93642614,HI,89000,10+ years,EOD Tech,MORTGAGE,823.69,25000,debt_consolidation, 36 months,11.44%,16250,2,9715,143,204,11,10,1,10,3,12,5,1,4,10,100,0,21,68142,Fully Paid
66451893,CT,50000,< 1 year,Development Officer,RENT,46.9,1400,debt_consolidation, 36 months,12.59%,5519,,,70,78,4,4,0,,2,3,3,0,1,5,50,0,6,27595,Fully Paid
125167005,AZ,65000,,,MORTGAGE,234.58,7000,credit_card, 36 months,12.62%,13548,5,2913,,84,24,17,2,,7,0,7,0,0,8,14.3,1,9,6961,Fully Paid
140614166,IL,100000,10+ years,President,MORTGAGE,644.38,30000,debt_consolidation, 60 months,10.47%,25301,1,23735,104,438,1,1,5,50,7,14,9,0,4,9,50,0,35,227710,Fully Paid
672605,NV,24000,< 1 year,Wagon Wheel Baptist Church,RENT,193.61,6000,debt_consolidation, 36 months,10.00%,,,,,,,,,,,,,,,3,,0,3,,Fully Paid
554767,IL,41004,3 years,Museum of Contemporary Art,RENT,216.86,9000,other, 60 months,15.58%,,,,,,,,,16,,,,,,7,,0,22,,Charged Off
125799099,MI,145000,10+ years,Chief ME,MORTGAGE,425.76,17500,home_improvement, 60 months,16.02%,22677,1,33282,159,390,12,1,2,74,10,14,11,0,3,19,60,0,38,212344,Charged Off
50567233,OH,38000,6 years,Lecturer,RENT,268.68,8800,medical, 36 months,6.24%,987,,,198,208,20,20,0,,6,9,4,0,0,8,0,0,15,7896,Fully Paid
91285706,NY,33000,,,RENT,329.72,10000,debt_consolidation, 36 months,11.49%,1407,0,4970,58,417,24,24,0,4,3,2,12,1,0,12,66.7,0,16,16881,Fully Paid
11584668,NJ,76000,10+ years,mechanic,MORTGAGE,621.18,25000,debt_consolidation, 60 months,16.99%,29293,,,137,267,3,3,3,,11,7,7,0,3,10,50,0,26,47740,Fully Paid
91279702,TX,122000,4 years,Manager,MORTGAGE,338.89,12400,debt_consolidation, 60 months,21.49%,14672,6,4261,62,78,3,2,2,42,7,2,15,0,6,17,0,0,27,42397,Charged Off
122241225,NJ,225000,< 1 year,Senior Manager,MORTGAGE,444.79,20000,debt_consolidation, 60 months,11.99%,28990,2,12133,103,122,11,11,1,,27,9,20,0,2,22,6.7,0,51,51600,Fully Paid
117201300,OH,68000,< 1 year,Executive Assistant,RENT,1236.7,32625,debt_consolidation, 36 months,21.45%,2498,2,5488,121,87,3,3,0,14,6,4,11,0,1,12,0,0,15,29977,Charged Off
60375748,PA,29120,< 1 year,Major Account Coordinator,RENT,246.12,10000,debt_consolidation, 60 months,16.55%,4417,,,60,253,2,2,0,,8,1,5,0,5,6,20,0,11,26504,Fully Paid
3594864,TX,170000,10+ years,Starkist Foods,MORTGAGE,1295.74,35000,debt_consolidation, 36 months,19.72%,6582,,,135,425,13,8,2,7,5,14,8,0,1,12,100,0,28,72401,Fully Paid
39290483,CA,80000,10+ years,Owner,RENT,400.82,12000,debt_consolidation, 36 months,12.39%,74504,,,3,261,3,3,0,22,5,1,3,0,2,5,0,0,8,372519,Charged Off
158329553,CA,168250,10+ years,Career Development Specialist I,MORTGAGE,1080.7,33000,debt_consolidation, 36 months,11.02%,26923,0,8708,143,147,5,5,4,81,26,8,21,0,2,26,18.8,0,47,148437,Fully Paid
111707176,HI,250000,1 year,Vice President,OWN,1054.02,35000,credit_card, 36 months,5.32%,34468,1,17630,142,187,23,11,4,,11,4,9,0,1,11,37.5,0,20,92625,Fully Paid
69084833,CA,100000,4 years, SAS programmer,RENT,504.55,15000,other, 36 months,12.88%,3200,1,3732,17,64,9,9,0,,7,1,7,0,1,8,28.6,0,8,25601,Fully Paid
95017891,MA,175000,< 1 year,Senior Project Manager,OWN,250.66,8000,debt_consolidation, 36 months,7.99%,77380,4,4768,171,212,7,7,1,15,6,8,3,0,3,6,0,0,18,41935,Fully Paid
14117901,NY,123000,10+ years,Electrical Engineer,MORTGAGE,243.49,8000,debt_consolidation, 36 months,6.03%,16273,,,104,322,18,16,5,58,11,9,7,0,0,15,16.7,0,31,90526,Fully Paid
